,0,1,2,3,4
0,荣幸,['[ róngxìng ]'],"['荣', '幸']","['#/entry/zhko/4f1c9b2ef7194446b534a05a9d6aa8dc', '#/entry/zhko/e62f945d475d44cd82298007148fc1ba']",
1,转达,['[ zhuǎndá ]'],"['转', '达']","['#/entry/zhko/86b2495f78944859a18abcf04b4a1848', '#/entry/zhko/9a5030a0f0e14d9d864583d81cb3f01e']",1.전달하다   2.전하다
2,缓解,['[ huǎnjiě ]'],"['缓', '解']","['#/entry/zhko/05af23413d6249e09d824f6244dec51e', '#/entry/zhko/73e5b205659d4d76b1c2da6da836a3f3']",1.완화되다   2.풀어지다   3.완화시키다
3,恋爱,['[ liàn’ài ]'],"['恋', '爱']","['#/entry/zhko/c6b61a1bb496479887b610b58f47bdb6', '#/entry/zhko/53a6b76a8d4242cf9355a854be238e65']",
4,回,['[ ·huí ]'],[],[],
5,害怕,['[ hài//pà ]'],"['害', '怕']","['#/entry/zhko/e7dab7722811444e878176ab79076dbf', '#/entry/zhko/4805715fa5164ec2b868898a33ddd0ae']",1.두려워하다   2.무서워하다
6,反而,['[ fǎn’ér ]'],"['反', '而']","['#/entry/zhko/a3b285276b8c4146bee3a779012a4d79', '#/entry/zhko/e176a8c38fe74614813f7d1617ae749a']",1.오히려   2.역으로   3.그런데   4.글쎄 말이지
7,需求,['[ xūqiú ]'],"['需', '求']","['#/entry/zhko/a7354650623c49d78c1b52fd0af14d34', '#/entry/zhko/131916c3fe77442bba61d71fc7f2fab0']",1.요구되다   2.필요로 하다   3.수요   4.필요
8,岁月,['[ suìyuè ]'],"['岁', '月']","['#/entry/zhko/146e39f93a764132a50abc6fbee76feb', '#/entry/zhko/db7504d18f7c493cbd4e544d1e983725']",
9,来得及,['[ lái ‧de jí ]'],"['来', '得', '及']","['#/entry/zhko/f58c7f65ac2242b491268f4a4b6a831d', '#/entry/zhko/9cadf27e754b4386af3c98c9167ae60c', '#/entry/zhko/712df5b8c9af486685249249ac07706e']",1.늦지 않다   2.办得到
10,表彰,['[ biǎozhāng ]'],"['表', '彰']","['#/entry/zhko/2c06930f0e804d66bc79a255741dbc5a', '#/entry/zhko/c9eb827a3cd84e9780837ac87a680372']",
11,要是,['[ yào‧shi ]'],"['要', '是']","['#/entry/zhko/82ba79159d5c49d8adb5d222e35beee6', '#/entry/zhko/8af21dd8f9df41c19c87d9189302fa1a']",1.만일 …이라면   2.만약 …하면
12,着重,['[ zhuózhòng ]'],"['着', '重']","['#/entry/zhko/7de31ec1ad4a40b6bd3785966e87dc4a', '#/entry/zhko/2c018f1ae84c4d348618d9cecfce75fb']",1.힘을 주다   2.강조하다   3.치중하다   4.역점을 두다
13,扮演,['[ bànyǎn ]'],"['扮', '演']","['#/entry/zhko/a1510697571f418db3c4c4066ca9eb4a', '#/entry/zhko/4339e25283a041118d4b33cef292c532']",1.…의 역을 맡아 하다   2.출연하다
14,既然,['[ jìrán ]'],"['既', '然']","['#/entry/zhko/fec4ee4f1ce242d49cce12306ab31415', '#/entry/zhko/71fa4748a8e047e08690fe2af5fcc4e4']",1.이미 이렇게 된 바에야   2.기왕 그렇게 된 이상
15,不堪,['[ bùkān ]'],"['不', '堪']","['#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8', '#/entry/zhko/6d34c0c6366c450e997d6eed1559f861']",1.견딜 수 없다   2.…할 수 없다   3.심하다   4.몹시 나쁘다
16,不禁,['[ bùjīn ]'],"['不', '禁']","['#/entry/zhko/8f5c09bedf324bc49d1b4f4e590ff8e8', '#/entry/zhko/2440bf2c295f40ea845c59ae0f67eb50']",1.금치 못하다   2.참지 못하다   3.견디지 못하다   4.{전용} 자기도 모르게
